photoid,school,hispanic,female1,female2,female3,female4,grades1,grades2,grades3,grades4,eversmk1,eversmk2,eversmk3,eversmk4,everdrk1,everdrk2,everdrk3,everdrk4,home1,home2,home3,home4,sch_friend11,sch_friend12,sch_friend13,sch_friend14,sch_friend15,sch_friend16,sch_friend17,sch_friend18,sch_friend19,sch_friend110,sch_friend111,sch_friend112,sch_friend113,sch_friend114,sch_friend115,sch_friend116,sch_friend117,sch_friend118,sch_friend119,sch_friend21,sch_friend22,sch_friend23,sch_friend24,sch_friend25,sch_friend26,sch_friend27,sch_friend28,sch_friend29,sch_friend210,sch_friend211,sch_friend212,sch_friend213,sch_friend214,sch_friend215,sch_friend216,sch_friend217,sch_friend218,sch_friend219,sch_friend31,sch_friend32,sch_friend33,sch_friend34,sch_friend35,sch_friend36,sch_friend37,sch_friend38,sch_friend39,sch_friend310,sch_friend311,sch_friend312,sch_friend313,sch_friend314,sch_friend315,sch_friend316,sch_friend317,sch_friend318,sch_friend319,sch_friend41,sch_friend42,sch_friend43,sch_friend44,sch_friend45,sch_friend46,sch_friend47,sch_friend48,sch_friend49,sch_friend410,sch_friend411,sch_friend412,sch_friend413,sch_friend414,sch_friend415,sch_friend416,sch_friend417,sch_friend418,sch_friend419
67,112,1,0,0,NA,0,3.5,4,NA,4.5,0,0,0,0,0,0,0,0,2,2,NA,2,288,295,177,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,295,177,NA,NA,NA,NA,268,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,272,295,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,112,1,1,NA,NA,1,3.5,NA,NA,3.5,0,0,0,0,1,1,1,1,3,NA,NA,1,240,491,503,364,483,480,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,391,435,472,NA,NA,NA,NA,NA,NA,NA,NA
75,112,1,0,0,NA,0,4,4,NA,3.5,0,0,0,0,1,1,1,1,3,2,NA,2,9,7,111,50,208,307,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,431,9,318,174,245,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,462,158,318,336,48,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,112,NA,1,1,NA,1,4.5,4.5,NA,4.5,0,0,0,0,0,0,0,0,2,2,NA,2,512,220,458,96,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,513,508,366,129,458,66,512,366,513,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,516,359,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,112,1,0,0,NA,0,3,3.5,NA,3,0,0,0,0,0,0,0,0,3,1,NA,3,88,203,204,457,429,332,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,203,457,332,252,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,286,457,252,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,112,1,1,NA,NA,1,4.5,NA,NA,4.5,0,0,0,0,1,1,1,1,2,NA,NA,2,10,40,146,471,105,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,40,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,112,1,1,1,NA,1,4.5,NA,NA,4.5,1,1,1,1,1,1,1,1,1,1,NA,1,108,247,383,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,247,383,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,247,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,112,1,0,0,NA,0,3.5,3.5,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,2,357,395,119,44,112,NA,NA,239,304,383,364,NA,NA,NA,NA,NA,NA,NA,NA,357,5,389,72,119,242,240,44,126,154,175,169,281,304,383,386,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,389,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,112,1,0,0,NA,0,3.5,2.5,NA,2.5,0,0,0,0,0,0,0,0,2,2,NA,2,79,203,286,55,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,203,55,286,457,2,450,204,455,112,219,237,332,364,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,252,457,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,112,1,0,0,NA,0,4,3.5,NA,4.5,1,1,1,1,NA,NA,NA,NA,2,2,NA,2,62,151,229,265,294,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,294,179,501,405,509,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,177,294,295,380,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,112,1,0,0,NA,0,2.5,NA,NA,3,0,0,0,0,0,0,0,0,2,2,NA,2,151,188,168,208,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,158,188,266,362,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,113,NA,NA,NA,282,404,408,459,NA,268,NA
96,112,1,NA,NA,NA,1,NA,NA,NA,4.5,NA,NA,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,475,258,149,117,516,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,112,1,1,1,NA,1,2.5,2.5,NA,3,0,0,0,0,1,1,1,1,2,2,NA,2,389,364,356,194,351,357,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,36,364,194,445,494,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,112,1,1,1,NA,1,2.5,2.5,NA,3.5,0,0,0,0,NA,NA,NA,NA,1,1,NA,1,192,398,496,88,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,83,219,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,112,1,NA,1,NA,1,NA,4,NA,4.5,0,0,0,0,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,43,502,91,249,NA,NA,86,120,131,101,239,220,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,502,182,472,494,NA,NA,16,357,216,220,NA,NA,NA,NA,NA,NA,NA,NA
102,112,1,0,0,NA,0,3.5,3.5,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,284,95,273,311,NA,NA,NA,NA,NA,NA,NA,NA,198,151,195,257,257,311,NA,198,151,195,257,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,63,463,NA,484,455,187,432,63,467,NA,484,455,NA,NA,NA,NA,NA
107,112,1,1,1,NA,1,4,4.5,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,2,184,439,216,365,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,184,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,112,1,1,1,NA,1,NA,NA,NA,3.5,NA,NA,0,0,1,1,0,0,1,1,NA,1,83,247,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,247,137,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,247,354,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,112,1,NA,0,NA,0,3.5,3.5,NA,NA,NA,NA,0,0,1,1,0,0,2,2,NA,2,498,480,77,37,239,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,480,499,514,467,77,316,115,113,95,102,126,195,159,172,163,NA,148,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,195,469,498,310,NA,479,467,363,NA,NA,463,432,NA,NA,480,447,316
114,112,1,NA,0,NA,0,NA,1.5,NA,4.5,0,0,0,0,0,0,0,0,NA,3,NA,2,23,466,354,425,143,352,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,352,354,466,104,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,197,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,112,0,1,1,NA,1,5,5,NA,5,0,0,0,0,0,0,0,0,2,2,NA,2,142,53,51,503,168,116,133,164,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,142,164,323,168,305,51,369,503,476,308,116,243,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,142,172,NA,168,133,NA,468,305,481,164,NA,NA,NA,NA,NA,NA,NA,NA
116,112,0,1,1,NA,1,5,5,NA,5,0,0,0,0,0,0,0,0,2,2,NA,2,323,89,504,475,115,167,476,308,305,163,16,366,NA,NA,NA,NA,NA,NA,NA,308,16,366,476,447,479,475,305,308,316,323,92,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,89,308,305,163,167,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,112,1,1,1,NA,1,NA,2.5,NA,1.5,0,0,0,0,1,1,1,1,2,2,NA,2,242,16,356,479,220,NA,NA,374,383,384,424,452,472,494,489,148,240,351,64,242,87,220,309,356,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,494,242,258,424,87,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,112,1,NA,NA,NA,0,NA,NA,NA,2.5,NA,NA,0,0,1,1,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,282,327,303,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,112,1,1,0,NA,0,3.5,4,NA,3.5,1,1,1,1,1,1,1,1,2,2,NA,2,279,135,245,239,216,408,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,274,445,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,233,279,304,340,445,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,112,1,1,1,NA,1,3.5,3.5,NA,3.5,0,0,0,0,1,1,1,1,1,3,NA,2,150,36,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,87,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,237,503,193,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,112,1,NA,NA,NA,1,NA,NA,NA,3.5,NA,NA,0,0,1,1,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,184,400,NA,451,74,NA,21,100,NA,162,NA,197,213,257,NA,380,397,507
130,112,1,1,1,NA,1,1.5,1.5,NA,3.5,1,1,1,1,1,1,1,1,2,2,NA,2,317,440,501,181,NA,NA,NA,317,440,501,447,444,181,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,151,411,47,50,211,49,401,125,312,294,NA,NA,NA,NA,NA,NA,NA,NA
132,112,1,1,NA,NA,1,3.5,3.5,NA,3.5,1,1,1,1,1,1,1,1,2,2,NA,2,374,178,443,227,NA,NA,NA,135,179,186,211,221,225,265,309,NA,NA,NA,NA,374,178,179,62,206,477,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,341,NA,NA,374,NA,NA,178,341,NA,NA,374,NA,NA,NA,NA,NA,NA,NA
133,112,0,1,1,NA,1,5,5,NA,4.5,0,0,0,0,0,0,0,0,1,3,NA,3,442,243,194,184,142,NA,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,262,243,199,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,115,262,468,391,516,243,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,112,1,0,0,NA,0,NA,3,NA,2.5,0,0,0,0,0,0,0,0,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,195,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,112,1,0,0,NA,0,4,3,NA,3.5,0,0,0,0,1,1,1,1,2,2,NA,2,336,95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,226,NA,NA,NA,NA,NA,311,55,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,311,55,336,287,208,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,112,NA,0,0,NA,0,NA,5,NA,4.5,0,0,0,0,0,0,0,0,1,3,NA,3,369,13,172,481,199,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,481,172,51,262,468,NA,13,115,243,313,500,232,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,232,313,115,262,172,51,481,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,112,1,NA,NA,NA,1,NA,NA,NA,4.5,NA,NA,0,0,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,343,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,112,1,1,1,NA,1,2.5,2,NA,3,0,0,0,0,0,0,0,0,3,3,NA,3,493,389,229,458,228,86,NA,45,188,244,344,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,229,228,151,45,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,389,458,446,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,112,1,NA,1,NA,NA,NA,1,NA,4.5,0,0,0,0,0,0,0,0,NA,2,NA,NA,16,4,36,91,91,306,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,35,36,45,97,220,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,71,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,112,1,1,1,NA,1,4.5,4.5,NA,4.5,0,0,0,0,0,0,0,0,1,1,NA,1,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,163,NA,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,112,1,1,1,NA,1,3.5,2.5,NA,3.5,1,1,1,1,1,1,1,1,1,1,NA,1,176,311,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,10,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,176,239,488,367,300,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,112,1,0,0,NA,0,4.5,4.5,NA,3.5,0,0,0,0,1,1,1,1,2,2,NA,2,55,95,41,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,95,462,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,55,423,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,112,1,0,0,NA,0,4,3.5,NA,4,0,0,0,0,0,0,0,0,2,2,NA,2,393,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,393,255,268,234,NA,NA,28,64,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,281,175,465,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,112,1,0,NA,NA,0,3.5,NA,NA,4.5,1,1,1,1,NA,NA,NA,NA,2,NA,NA,1,287,462,224,NA,NA,NA,NA,287,462,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,112,1,0,0,NA,0,3.5,4,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,1,154,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,204,NA,469,415,38,222,NA,275,353,5,259,340,394,427,266,363,378,382
160,112,1,0,0,NA,0,NA,3.5,NA,3.5,0,0,0,0,1,1,1,1,1,1,NA,1,145,274,358,461,402,417,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,309,138,121,274,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,71,145,215,301,433,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,112,1,0,0,NA,0,3.5,3.5,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,2,120,144,173,306,100,299,474,81,129,131,340,363,403,453,497,509,514,36,43,474,173,399,306,4,NA,120,NA,144,241,453,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,474,453,439,458,147,NA,4,76,NA,341,66,120,241,NA,71,144,NA,400
164,112,1,NA,NA,NA,1,NA,NA,NA,5,NA,NA,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,115,516,NA,NA,NA,NA,89,279,NA,116,435,244,260,459,NA,NA,NA,NA
166,112,1,1,1,NA,1,4,3.5,NA,3.5,0,0,0,0,1,1,1,1,2,2,NA,2,44,54,309,329,337,415,NA,164,511,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,309,292,337,329,399,436,420,435,NA,500,119,512,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,376,54,119,242,NA,279,327,375,19,509,NA,NA,NA,NA,NA,NA,NA
169,112,1,0,0,NA,0,3.5,3.5,NA,4.5,0,0,0,0,1,1,1,1,2,2,NA,2,361,252,154,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,361,394,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,34,458,394,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,112,1,0,0,NA,0,2.5,2.5,NA,3.5,0,0,0,0,0,0,0,0,2,2,NA,2,461,336,74,224,205,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,26,177,438,399,501,268,60,67,25,9,428,421,393,376,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,188,438,112,25,257,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,112,0,0,0,NA,0,5,5,NA,5,0,0,0,0,0,0,0,0,1,1,NA,1,51,232,481,142,115,168,199,70,313,369,337,499,262,243,314,NA,NA,NA,NA,51,481,232,142,168,115,337,369,313,262,199,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,199,NA,NA,NA,NA,NA,51,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,112,1,1,1,NA,1,4.5,4.5,NA,4.5,0,0,0,0,0,0,0,0,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,162,507,66,NA,398,NA,119,92,85,96,461,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,453,439,474,507,NA,25,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
